user,type_bool,summary_bytes,total_byte_change,addition_or_deletion,isBotEdit,isMinor,isUnpatrolled,isNew,no_of_edits
Ionel141,1,16,20,1,0,0,0,0,42
Bimal Khadka,1,13,11,1,0,0,0,0,1
.129.97.98,1,75,27,0,0,0,0,0,1
.20.190.222,1,19,101,0,0,0,0,0,12
Cyberbot I,1,94,0,0,1,0,0,0,1477
9.118.221.118,1,0,32,1,0,0,0,0,1
Outlawdon,1,0,1,0,0,0,0,0,5
InternetArchiveBot,1,59,337,1,1,0,0,0,4505
KN2731,1,27,47,0,0,1,0,0,5
Gulumeemee,1,122,16,0,0,0,0,0,22
InternetArchiveBot,1,59,3,1,1,0,0,0,4506
Ottawahitech,1,54,24,1,0,0,0,0,45
Griffindd,1,13,3,1,0,0,0,0,59
Look Up Tamilnadu,1,17,301,1,0,1,0,0,2
PrimeHunter,1,30,17,0,0,0,0,0,40
BrownHairedGirl,1,28,51,0,0,0,0,0,1791
Harmon758,1,69,935,1,0,0,0,0,129
Bellajulia1122,1,13,84,1,0,0,0,0,1
E.M.Gregory,1,0,0,0,0,1,0,0,11
A00:23C4:8C57:1300:1097:47BC:F101:8A78,1,0,434,1,0,0,0,0,1
Gulumeemee,1,43,644,1,0,0,1,1,23
CO16,1,0,90,1,0,0,0,0,66
DatBot,1,106,1,1,0,0,0,0,157
Arul selvan,1,16,32,1,0,0,0,0,5
Mrsinna,1,21,1,0,0,0,0,0,21
Fernandosmission,1,0,84,1,0,0,0,0,3
5.225.64.56,1,0,4,0,0,0,0,0,1
Karst,1,95,231,1,0,0,0,0,6
.87.234.223,1,0,20,1,0,0,0,0,3
EthanRossie2000,1,0,1,1,0,0,0,0,4
1.119.248.245,1,0,293,1,0,0,0,0,4
Buchhandlung Artificium,1,13,85,1,0,1,0,0,5
Stanning,1,55,1,0,0,1,0,0,2
Cedewey,1,0,44,1,0,0,0,0,14
Xx236,1,53,171,1,0,0,0,0,60
4.64.213.14,1,0,18,1,0,0,0,0,9
3.177.178.27,1,41,97,0,0,0,0,0,1
3.225.176.244,1,14,0,0,0,0,0,0,1
Froid,1,56,221,1,0,0,0,0,50
CO16,1,0,2,0,0,0,0,0,67
Mingxiaoshang,1,0,36,1,0,1,0,0,24
Angr,1,61,107,1,0,0,0,0,211
Lollipop girlfriend,1,0,3,0,0,0,0,0,3
Harmon758,1,159,25,0,0,0,0,0,130
Rex17,1,0,4,0,0,0,0,0,2
Bartallen2,1,53,127,0,0,1,0,0,1
Materialscientist,1,210,5,0,0,1,0,0,1054
Karst,1,20,5,1,0,1,0,0,7
JFG,1,51,29,1,0,1,0,0,234
Lyttle-Wight,1,36,145,1,0,0,0,0,21
ATX-NL,1,0,0,0,0,0,0,0,1
.83.238.43,1,0,26,0,0,0,0,0,1
.34.26.121,1,11,3,1,0,0,0,0,1
.100.25.101,1,24,60,1,0,0,0,0,12
A Thousand Doors,1,6,314,0,0,0,0,0,4
Ityoppyawit,1,0,58,1,0,0,0,0,71
Sabbatino,1,0,16,0,0,0,0,0,105
JFG,1,51,13,0,0,1,0,0,235
SamWinchester000,1,179,505,1,0,0,0,0,4
Ripskiscott,1,0,2,1,0,1,0,0,18
Clarawolfe,1,0,32,0,0,0,0,0,16
.113.216.96,1,22,20,1,0,0,0,0,1
Delirium,1,67,391,0,0,0,0,0,2
Blazearon21,1,42,1231,1,0,0,0,0,1
Teddy Bear,1,25,88,0,0,0,0,0,34
COIBot,1,69,29280,1,1,0,0,1,342
Cedewey,1,0,42,1,0,0,0,0,15
.90.244.98,1,74,15,1,0,0,0,0,1
Tarabp,1,43,0,0,0,0,0,0,1
Ruwoltj,1,37,1,1,0,0,0,0,42
Was a bee,1,98,99,1,0,0,0,0,15
.111.5.95,1,24,6,0,0,0,0,0,4
BrownHairedGirl,1,28,49,0,0,0,0,0,1792
COIBot,1,206,169,1,1,0,0,0,343
Jabberjawjapan,1,25,342,1,0,0,0,0,99
Oliviw,1,20,8,0,0,1,0,0,1
Roshyf2,1,0,6,1,0,0,0,0,2
Laurel Lodged,1,46,714,1,0,0,0,0,7
Ryanking16,1,0,6,0,0,1,0,0,14
.113.216.96,1,22,20,0,0,0,0,0,2
.245.33.208,1,24,0,0,0,0,0,0,1
Ritchie333,1,10,7,0,0,0,0,0,44
Baby cute01,1,13,224,1,0,0,0,0,2
JFG,1,51,35,0,0,1,0,0,236
Gerd.Seyffert,1,12,0,0,0,0,0,0,3
9.253.0.17,1,19,86,1,0,0,0,0,1
Jean-Jacques Georges,1,163,135,1,0,0,0,0,1
Quebec99,1,16,16,1,0,1,0,0,54
Marcocapelle,1,13,136,0,0,0,0,0,350
JFG,1,51,9,0,0,1,0,0,237
RonaldB,1,12,25,0,0,0,0,0,38
5.225.64.56,1,0,4,1,0,0,0,0,2
Andrewmaklh,1,25,13,1,0,0,0,0,7
Knuand,1,13,330,1,0,1,0,0,37
Wikichanger814,1,18,4,1,0,0,0,0,1
Outlawdon,1,0,21,0,0,0,0,0,6
InternetArchiveBot,1,59,94,1,1,0,0,0,4507
JFG,1,51,3,1,0,1,0,0,240
JFG,1,51,3,1,0,1,0,0,240
JFG,1,51,3,1,0,1,0,0,240
.97.200.100,1,26,162,1,0,0,0,0,4
Moonlighttt,1,12,55,1,0,0,0,0,5
Orchi,1,15,142,1,0,0,0,0,1
Mjroots,1,15,189,1,0,0,0,0,44
8.169.7.238,1,25,48,1,0,0,0,0,6
Amakuru,1,50,475,1,0,0,0,0,30
0.2.54.213,1,24,25,1,0,0,0,0,154
Teddy Bear,1,25,88,0,0,0,0,0,35
InternetArchiveBot,1,59,170,1,1,0,0,0,4511
InternetArchiveBot,0,64,1126,1,1,0,0,0,4511
InternetArchiveBot,1,59,421,1,1,0,0,0,4511
InternetArchiveBot,0,64,1232,1,1,0,0,0,4511
Couiros22,1,0,465,0,0,0,0,0,86
Blazearon21,1,42,2,0,0,1,0,0,2
Mac Dreamstate,1,135,45,0,0,0,0,0,73
Firie350,1,0,56,1,0,1,0,0,1
Cyberbot I,1,75,0,0,1,0,0,0,1478
CO16,1,0,161,1,0,0,0,0,68
Moogyboy,1,11,362,1,0,0,0,0,1
Laurel Lodged,1,46,0,0,0,0,0,0,8
Amalthea (bot),1,124,21113,1,1,0,0,1,225
Cmcalpine,1,25,27,1,0,0,0,0,5
.20.190.222,1,19,109,0,0,0,0,0,13
4.64.213.14,1,0,60,1,0,0,0,0,10
Was a bee,1,95,96,1,0,0,0,0,16
Andrea09falco,1,35,2,0,0,0,0,0,1
EvMsmile,0,42,1161,1,0,0,0,0,14
Turnopoems,1,0,55,0,0,0,0,0,3
.34.26.121,1,14,6,1,0,0,0,0,2
Dr. Blofeld,1,18,2,0,0,0,0,0,48
JFG,1,51,3,1,0,1,0,0,241
TommyBoy,1,73,109,0,0,0,0,0,78
Fences and windows,1,29,986,1,0,0,0,0,29
Zhu Haifeng,1,91,59,1,0,0,0,0,3
2.196.154.8,1,15,378,0,0,0,0,0,1
5.225.64.56,1,0,152,0,0,0,0,0,3
Jabberjawjapan,1,23,41,1,0,0,0,0,100
Simon Krahnke,0,63,148,1,0,0,0,0,1
Nederlandse Leeuw,1,14,61,1,0,0,0,0,37
BrownHairedGirl,1,60,32,1,0,0,0,0,1793
0.100.193.90,1,27,253,1,0,0,0,0,1
Vi media,1,47,2196,1,0,1,0,0,2
.91.213.20,1,13,3,0,0,0,0,0,11
Maunus,1,10,250,1,0,0,0,0,6
Crashed greek,1,13,129,1,0,0,0,0,11
Quality posts here,1,18,421,1,0,0,0,0,61
Marcocapelle,1,13,131,1,0,0,0,0,351
PrimeHunter,1,229,1,1,0,0,0,0,41
DeltaQuadBot,1,57,0,0,1,1,0,0,591
.20.190.222,1,19,6,0,0,0,0,0,14
Materialscientist,1,156,328,1,0,1,0,0,1055
JFG,1,51,3,0,0,1,0,0,242
Smallchief,1,0,300,1,0,0,0,0,20
Materialscientist,1,153,3,1,0,1,0,0,1056
Jberkel,1,13,97,1,0,0,0,0,71
GianWiki,1,14,252,1,0,0,0,0,248
Samwalton9,1,12,253,1,0,0,0,0,63
Marcocapelle,1,13,11,1,0,0,0,0,352
9.234.252.65,1,21,37,1,0,0,0,0,1
AnomieBOT,1,49,188,1,1,0,0,0,1399
Denverjeffrey,1,45,1,0,0,0,0,0,5
Narky Blert,1,46,51,1,0,0,0,0,159
Rashesh Purohit,1,0,429,1,0,0,0,0,23
WhisperToMe,1,0,40,1,0,0,0,0,191
AffeL,0,24,478,1,0,0,0,0,15
BrownHairedGirl,1,65,37,1,0,0,0,0,1794
Shaddim,1,5,1043,1,0,0,0,0,30
.20.190.222,1,19,14,1,0,0,0,0,15
9.118.221.118,1,0,35,1,0,0,0,0,2
Grafen,1,5,97,1,0,0,0,0,63
8.3.117.133,1,0,0,0,0,0,0,0,2
The Banner,1,39,29,1,0,0,0,0,62
WhisperToMe,1,16,40,1,0,0,0,0,192
Ribbon Salminen,1,32,294,1,0,0,0,0,179
DeltaQuadBot,1,21,8,0,1,1,0,0,592
Dr. Blofeld,1,20,199,1,0,0,0,0,49
Ajeem95,1,0,0,0,0,0,0,0,1
InternetArchiveBot,1,59,295,1,1,0,0,0,4513
InternetArchiveBot,0,64,1181,1,1,0,0,0,4513
Jjj1238,1,145,0,0,0,0,0,0,14
LuigiPortaro29,1,108,0,0,0,0,0,0,3
DMacks,1,33,11,0,0,0,0,0,54
Paul W,1,23,73,1,0,0,0,0,29
Cplakidas,1,79,51,1,0,0,0,0,30
AristophanisTheReal,1,75,5,0,0,1,0,0,2
Oliviw,1,20,3,1,0,1,0,0,2
JFG,1,51,35,0,0,1,0,0,243
.192.208.148,1,21,4,1,0,0,0,0,1
KN2731,1,13,17,1,0,1,0,0,6
8.34.151.139,1,0,5,1,0,0,0,0,2
9.117.13.130,1,0,116,1,0,0,0,0,21
Samwalton9,1,17,31,1,0,1,0,0,64
JFG,1,51,9,0,0,1,0,0,244
Calibrador,1,21,55,1,0,0,0,0,56
Oshwah,1,164,2339,1,0,0,0,1,372
.111.5.95,1,24,17,1,0,0,0,0,5
Manivannan184,1,0,157,0,0,0,0,0,46
Jjj1238,1,17,0,0,0,0,0,0,15
3.86.41.20,1,0,10,0,0,0,0,0,1
JFG,1,51,10,1,0,1,0,0,245
Benji the Pen,1,93,28,1,0,0,0,0,11
CO16,1,0,142,1,0,0,0,0,69
Ottawahitech,1,29,26,1,0,0,0,0,46
Exxy,1,23,2175,1,0,0,0,0,19
StefanosGR,1,0,30,1,0,0,0,0,1
GianWiki,1,17,47,1,0,1,0,0,249
InternetArchiveBot,1,59,169,1,1,0,0,0,4515
InternetArchiveBot,0,64,1057,1,1,0,0,0,4515
9.170.222.177,1,0,7,1,0,0,0,0,2
DMacks,1,50,128,0,0,0,0,0,55
Ribbon Salminen,1,35,294,1,0,0,0,0,180
Djene94,1,0,124,0,0,0,0,0,1
EmausBot,1,98,33,0,1,1,0,0,10
Justwunderbar,1,16,24,1,0,0,0,0,1
Thomas.W,1,160,0,0,0,0,0,0,43
LexLife,1,38,57,1,0,0,0,0,6
HughJLF,1,158,571,0,0,0,0,0,13
04:E800:E610:226:9CE3:749C:63D:744D,1,28,92,0,0,0,0,0,2
InternetArchiveBot,1,59,131,1,1,0,0,0,4516
1.83.139.39,1,11,124,1,0,0,0,0,34
Cedewey,1,0,35,1,0,0,0,0,16
Firie350,1,0,1,0,0,1,0,0,2
TrainboyMBH,1,62,2487,1,0,0,0,0,19
InternetArchiveBot,0,64,1005,1,1,0,0,0,4517
Jjj1238,1,146,11,0,0,1,0,0,16
InternetArchiveBot,1,59,43,1,1,0,0,0,4519
InternetArchiveBot,0,64,1018,1,1,0,0,0,4519
Xx236,1,60,285,1,0,0,0,0,61
1.177.218.154,1,23,67,1,0,0,0,0,2
Oshwah,1,164,2339,1,0,0,0,1,373
JFG,1,51,10,1,0,1,0,0,246
Attar-Aram syria,1,0,576,0,0,0,0,0,41
Paul W,1,0,73,1,0,0,0,0,30
Anonymousfreedomfighter,1,23,4907,0,0,0,0,0,1
5.225.64.56,1,0,152,1,0,0,0,0,4
8.36.35.89,1,0,27,1,0,0,0,0,1
Benji the Pen,1,40,0,0,0,1,0,0,12
Jkudlick,1,162,79,0,0,0,0,0,7
UncleTupelo1,1,19,123,0,0,0,0,0,40
Cwmhiraeth,1,14,619,1,0,0,0,0,75
.141.10.220,1,177,1270,0,0,0,0,0,1
Materialscientist,1,158,4907,1,0,1,0,0,1057
Fences and windows,1,28,1,1,0,1,0,0,30
07:FEA8:59F:FB9C:3104:600A:56:E748,1,19,1,0,0,0,0,0,1
MFriedman,1,6,60,1,0,0,0,0,3
00:1:F143:5E0B:591A:34A6:FDEE:37E8,1,0,12,1,0,0,0,0,1
Marcocapelle,1,68,71,0,0,0,0,0,353
Vensatry,1,0,30,1,0,0,0,0,22
Carlos Iradier,1,0,11,1,0,0,0,0,1
Maunus,0,17,147,1,0,0,0,0,7
Tullyvallin,1,11,4,1,0,1,0,0,6
Jkudlick,1,111,1119,1,0,0,1,1,8
Philafrenzy,1,12,179,1,0,0,0,0,139
1.119.248.245,1,0,35,1,0,0,0,0,5
.68.246.133,1,17,27,1,0,0,0,0,1
9.234.252.65,1,26,82,0,0,0,0,0,2
MusikBot,1,51,27,0,1,1,0,0,63
.50.209.132,1,14,50,1,0,0,0,0,2
BU Rob13,1,15,911,1,0,0,0,0,121
HBC AIV helperbot5,1,160,479,0,1,0,0,0,312
Zhu Haifeng,1,35,4,1,0,0,0,0,4
1.83.139.39,1,11,0,0,0,0,0,0,35
3.63.42.193,1,16,10,1,0,0,0,0,3
Mjroots,1,37,72,1,0,0,0,0,45
Manivannan184,1,0,68,1,0,0,0,0,47
.139.120.178,1,23,1346,1,0,0,0,0,2
Tamilcinema123,1,40,0,0,0,0,0,0,1
Johnsoniensis,0,6,12,0,0,0,0,0,379
Jupitus Smart,1,80,706,1,0,0,0,0,32
AvicBot,0,61,11,1,1,1,0,0,890
Serendipodous,1,0,0,0,0,0,0,0,11
No Swan So Fine,1,0,70,0,0,0,0,0,10
.10.111.109,1,0,937,0,0,0,0,0,1
1.119.248.245,1,0,6,1,0,0,0,0,6
Denverjeffrey,1,47,4,1,0,0,0,0,6
H2ppyme,1,32,579,1,0,0,0,0,30
J-lorentz,1,70,419,1,0,0,0,0,51
John Mcarther,1,26,495,1,0,0,0,0,3
E-960,0,16,85,1,0,0,0,0,2
9.224.80.18,1,73,71,1,0,0,0,0,9
Arul selvan,1,16,1,0,0,0,0,0,6
7.73.5.58,1,0,576,1,0,0,0,0,1
Andrewmaklh,1,25,9,1,0,0,0,0,8
InternetArchiveBot,1,59,43,1,1,0,0,0,4521
InternetArchiveBot,0,64,1062,1,1,0,0,0,4521
CO16,1,0,202,1,0,0,0,0,70
Nedrutland,1,16,8,1,0,0,0,0,7
.134.64.214,1,42,3,0,0,0,0,0,1
Ldblsatin,1,0,1,0,0,1,0,0,1
H2ppyme,1,32,0,0,0,0,0,0,31
4.156.23.47,1,13,25,1,0,0,0,0,1
JFG,1,51,29,1,0,1,0,0,247
Jean-Jacques Georges,1,14,4,1,0,0,0,0,2
Zakhx150,1,126,329,1,0,0,0,0,1
Harmon758,1,144,937,1,0,0,0,0,131
Ribbon Salminen,1,39,425,1,0,0,0,0,181
PrimeHunter,1,154,4,1,0,0,0,0,42
3.186.107.234,1,0,78,0,0,0,0,0,1
Fma12,1,11,104,1,0,0,0,0,30
Marcocapelle,1,76,56,1,0,0,0,0,354
JFG,1,51,13,0,0,1,0,0,248
Oshwah,1,164,2339,1,0,0,0,1,374
Josh20045,1,31,1,1,0,0,0,0,1
J man708,1,13,50,1,0,1,0,0,8
3.19.253.178,1,28,16,1,0,0,0,0,1
CO16,1,22,26,1,0,0,0,0,71
.254.154.107,1,13,0,0,0,0,0,0,7
ComicsAreJustAllRight,1,105,62,1,0,0,0,0,1
5.130.113.142,0,43,585,1,0,0,0,0,1
JFG,1,51,35,0,0,1,0,0,249
BrownHairedGirl,1,63,35,1,0,0,0,0,1795
.98.102.87,1,12,5,1,0,0,0,0,8
Ottawahitech,1,29,26,1,0,0,0,0,47
7.221.247.167,1,16,1,1,0,0,0,0,1
GianWiki,1,21,51,1,0,0,0,0,250
7.220.72.4,1,42,115,1,0,0,0,0,1
0.100.193.90,1,253,2,0,0,0,0,0,2
3.186.107.234,1,0,1,1,0,0,0,0,2
Uanfala,1,118,51,0,0,0,0,0,47
TheLabRats,1,23,254,1,0,0,0,0,1
DumbBOT,1,6,1111,1,1,0,0,0,70
.35.120.209,1,11,19,1,0,0,0,0,1
JFG,1,51,9,0,0,1,0,0,254
JFG,1,51,10,1,0,1,0,0,254
JFG,1,51,3,1,0,1,0,0,254
JFG,1,51,3,1,0,1,0,0,254
JFG,1,51,3,1,0,1,0,0,254
Largoplazo,1,67,21,1,0,0,0,0,34
Largoplazo,1,70,1864,1,0,0,0,0,34
Ranaparv,1,0,255,1,0,1,0,0,1
Harmon758,1,65,860,1,0,0,1,1,132
Typhoon2013,1,40,306,1,0,0,0,0,16
.80.118.44,1,12,2,0,0,0,0,0,3
05:205:86:84F8:0:0:283F:AD,1,20,2,0,0,0,0,0,4
02:306:C5A3:2060:6961:99D5:36A:8FA1,1,38,6,1,0,0,0,0,3
J man708,1,13,6,1,0,1,0,0,9
4.64.213.14,1,20,3,1,0,0,0,0,11
Manivannan184,1,0,8,0,0,0,0,0,48
AvicBot,0,69,1,1,1,1,0,0,891
A02:C7D:4EAE:7D00:98:60D2:4959:CA60,1,0,1765,0,0,0,0,0,8
.80.118.44,1,12,2,1,0,0,0,0,4
Golan789,1,32,162,0,0,0,0,0,2
9.205.31.1,1,0,130,0,0,0,0,0,1
9.30.38.166,1,36,30,1,0,0,0,0,3
Rcb1,1,16,246,1,0,0,0,0,24
InternetArchiveBot,1,59,139,1,1,0,0,0,4522
1.54.39.154,1,0,34,1,0,0,0,0,1
Benji the Pen,1,6,67,1,0,0,1,1,13
CO16,1,0,528,0,0,0,0,0,72
.173.7.76,1,45,1,0,0,0,0,0,1
Kges1901,1,26,825,1,0,0,0,0,9
InternetArchiveBot,0,64,1121,1,1,0,0,0,4523
.97.200.100,1,26,0,0,0,0,0,0,5
Mian sadam,1,10,233,1,0,0,1,1,1
Calibrador,1,18,100,1,0,0,0,0,57
.34.254.191,1,10,9,1,0,0,0,0,1
9.117.13.130,1,0,4,1,0,0,0,0,22
.20.190.222,1,17,25,1,0,0,0,0,16
PRehse,1,0,17,1,0,0,0,0,107
BrownHairedGirl,1,28,38,0,0,0,0,0,1796
InternetArchiveBot,1,59,557,1,1,0,0,0,4525
InternetArchiveBot,0,64,1486,1,1,0,0,0,4525
CO16,1,0,527,1,0,0,0,0,73
Stemoc,1,43,5377,1,0,0,1,1,3
0.2.54.213,1,17,90,1,0,0,0,0,155
Dr. Blofeld,0,7,1,1,0,0,0,0,50
Harmon758,1,222,1765,1,0,0,0,0,133
DVdm,1,25,624,1,0,0,0,0,19
Sturmgewehr88,1,6,6,1,0,0,0,0,39
.146.163.40,1,13,431,1,0,0,0,0,1
Jeh,1,79,2483,1,0,0,0,0,23
No such user,1,37,709,1,0,0,0,0,8
Thayts,1,0,75,0,0,0,0,0,19
Aryanc758,1,0,76,0,0,0,0,0,1
PatHadley,1,65,1362,0,0,0,0,0,1
GinnyLuna,1,10,1541,1,0,0,0,0,1
David Edgar,1,8,18,1,0,0,0,0,45
Fma12,1,10,122,1,0,0,0,0,31
Jupitus Smart,1,25,460,0,0,0,0,0,33
Kku,1,4,818,0,0,0,0,0,33
Harmon758,1,51,725,1,0,0,0,0,134
Disneyisatale,1,23,0,0,0,0,0,0,9
.42.173.32,1,0,43,1,0,0,0,0,22
JFG,1,27,4,0,0,0,0,0,255
Johnsoniensis,1,8,13,1,0,0,0,0,380
Mrsinna,1,21,1,1,0,0,0,0,22
0.100.193.90,1,251,2,1,0,0,0,0,3
Calibrador,1,18,3,1,0,1,0,0,58
5.130.113.142,1,10,4,1,0,0,0,0,2
Delirium,1,26,5,1,0,0,0,0,3
Tamilcinema123,1,31,15,1,0,0,0,0,2
AirWolf,1,0,1108,1,0,0,0,0,5
.212.221.36,1,17,447,1,0,0,0,0,1
NOVAASA,1,10,45,1,0,0,0,0,7
Marcocapelle,1,13,37,1,0,0,0,0,355
9.234.252.65,1,12,1,0,0,0,0,0,3
Theodeath,1,177,39,1,0,1,0,0,20
TommyBoy,0,32,54,1,0,0,0,0,79
Augustobafua,1,32,48,1,0,0,0,0,21
.35.139.233,1,14,405,1,0,0,0,0,1
.175.22.22,1,0,19,0,0,0,0,0,5
HughJLF,1,93,1,1,0,0,0,0,14
9.117.13.130,1,0,2,1,0,0,0,0,23
J man708,1,13,32,1,0,1,0,0,10
ERA NATARASAN,1,16,95,1,0,0,0,0,11
InternetArchiveBot,1,59,75,1,1,0,0,0,4526
1.228.106.151,1,24,95,1,0,0,0,0,4
8.34.151.139,1,14,0,0,0,0,0,0,3
DH85868993,1,45,98,0,0,0,0,0,18
LocalNet,0,57,244,1,0,0,0,0,12
John Mcarther,1,15,1,1,0,0,0,0,4
David Colquhoun,1,23,73,1,0,0,0,0,23
2.196.154.8,1,15,54,0,0,0,0,0,2
2.198.82.158,1,31,68,1,0,0,0,0,1
Marcocapelle,1,13,4,1,0,0,0,0,356
Future Perfect at Sunrise,1,135,67,0,0,1,0,0,14
.10.111.109,1,0,219,0,0,0,0,0,2
4.173.132.127,1,42,11,1,0,0,0,0,1
Oscar3kings,1,0,0,0,0,0,0,0,1
Arcarius,1,7,13,1,0,0,0,0,33
1.83.139.39,1,11,0,0,0,0,0,0,36
.139.120.178,1,23,4,1,0,0,0,0,3
9.117.13.130,1,0,24,1,0,0,0,0,24
InternetArchiveBot,1,59,206,1,1,0,0,0,4528
InternetArchiveBot,0,64,1135,1,1,0,0,0,4528
Susana Hodge,1,47,610,1,0,0,0,0,204
UT-interwiki-Bot,1,28,17,1,1,1,0,0,77
Jberkel,1,198,588,1,0,0,0,1,72
LexLife,1,98,57,0,0,1,0,0,7
0.2.54.213,1,8,6,1,0,0,0,0,156
9.170.222.177,1,0,49,1,0,0,0,0,3
Vensatry,1,2,1056,1,0,0,0,0,23
A00:1028:8386:1BCA:2577:93F8:92EA:970,1,0,21,1,0,0,0,0,1
Wikishovel,1,0,8,1,0,0,0,0,45
9.205.31.1,1,0,100,0,0,0,0,0,2
Shaddim,1,15,36,1,0,0,0,0,31
Jionunez,1,59,2,1,0,1,0,0,10
DVdm,1,12,7064,1,0,0,0,0,20
HughJLF,1,30,1,1,0,0,0,0,15
Takamaxa,1,9,274,1,0,0,0,0,28
Lollipop girlfriend,1,0,4,0,0,0,0,0,4
Stemoc,1,4,8,1,0,0,0,0,4
BluesyMammal417,1,0,1574,1,0,0,0,0,3
2.140.255.125,1,47,138,0,0,0,0,0,1
Anonymousfreedomfighter,1,82,272,1,0,0,0,0,2
Stemoc,1,4,4,1,0,0,0,0,5
David Colquhoun,1,23,0,0,0,0,0,0,24
BU Rob13,1,16,66,1,0,0,0,0,122
.20.193.222,1,0,877,1,0,0,0,0,5
.169.145.202,1,0,438,1,0,0,0,0,11
2.140.255.125,1,47,87,0,0,0,0,0,2
John Cline,1,15,173,1,0,0,0,0,6
.111.32.92,1,0,4,0,0,0,0,0,1
.42.173.32,1,0,12,1,0,0,0,0,23
Ottawahitech,1,40,4,1,0,0,0,0,48
Teddy Bear,1,25,28,0,0,0,0,0,36
Cyberbot I,1,58,0,0,1,0,0,0,1479
8.24.177.68,1,23,3,0,0,0,0,0,1
Couiros22,1,0,50,1,0,0,0,0,87
.98.102.87,1,12,5,0,0,0,0,0,9
Neddyseagoon,1,0,0,0,0,0,0,0,147
.169.145.202,1,0,1,0,0,0,0,0,12
3.205.152.154,1,54,0,0,0,0,0,0,4
.28.75.140,1,0,21,0,0,0,0,0,1
InternetArchiveBot,0,64,1431,1,1,0,0,0,4529
TommyBoy,0,32,50,1,0,0,0,0,80
Jainaditya230,1,96,766,1,0,0,1,1,1
Skounev,1,0,2,0,0,0,0,0,20
Only in death,1,35,295,1,0,0,0,0,38
Jabberjawjapan,1,30,24,0,0,0,0,0,101
.58.36.145,1,12,2,1,0,0,0,0,79
.49.37.183,1,57,292,1,0,0,0,0,1
Augustobafua,1,32,24,1,0,0,0,0,22
.98.102.87,1,12,0,0,0,0,0,0,10
Biru Kumar Singh,1,56,3198,0,0,0,0,0,2
Arul selvan,1,16,6,0,0,0,0,0,7
Ajeem95,1,0,36,0,0,0,0,0,2
JFG,1,36,16,1,0,0,0,0,256
Randy Kryn,1,11,16,1,0,0,0,0,152
3.169.20.231,1,39,90,1,0,0,0,0,1
Husseini energy,1,0,47,1,0,0,0,0,1
AnomieBOT,1,35,18,1,1,1,0,0,1400
9.190.221.254,1,0,208,1,0,0,0,0,1
Ruwoltj,1,37,488,1,0,0,0,0,43
AvicBot,1,74,105,0,1,1,0,0,892
.10.35.126,1,169,67,1,0,0,0,0,1
StefanosGR,1,0,40,1,0,0,0,0,2
5.73.237.229,1,0,111,1,0,0,0,0,19
Geregen2,1,17,323,1,0,0,0,0,7
Cedewey,1,20,0,0,0,1,0,0,17
CalzGuy,1,120,10,0,0,0,0,0,1
Elinruby,1,19,0,0,0,1,0,0,38
Stemoc,1,4,8,1,0,0,0,0,6
Ityoppyawit,0,28,317,1,0,0,0,0,72
PRehse,0,0,7,1,0,0,0,0,108
.139.120.178,1,23,1,1,0,0,0,0,4
Rcb1,1,26,90,1,0,0,0,0,25
Amitjkadam87,1,0,1386,1,0,0,0,0,1
.28.75.140,1,0,21,1,0,0,0,0,2
3.152.161.138,1,14,21,0,0,0,0,0,1
Retrieverlove,1,13,6,0,0,0,0,0,4
Jabberjawjapan,1,23,3,1,0,0,0,0,102
Skounev,1,0,10,0,0,0,0,0,21
J3Mrs,1,15,128,1,0,0,0,0,7
AristophanisTheReal,1,95,6,0,0,1,0,0,3
Niele~enwiki,1,157,3,0,0,0,0,0,7
Andrewa,0,63,358,1,0,0,0,0,18
PrimeHunter,1,14,38,0,0,0,0,0,43
Arcarius,1,10,1,0,0,1,0,0,34
RonaldB,1,12,3,0,0,0,0,0,39
John Mcarther,1,7,0,0,0,0,0,0,5
Takamaxa,1,9,96,1,0,0,0,0,29
AvicBot,0,59,4,1,1,1,0,0,893
Mjroots,1,18,367,1,0,0,0,0,46
MBlaze Lightning,1,24,271,0,0,0,0,0,66
Narky Blert,1,30,51,1,0,0,0,0,160
BrillLyle,1,30,184,1,0,0,0,0,136
Jerrykim306,1,40,44,1,0,1,0,0,2
Johnsoniensis,0,10,40,1,0,0,0,0,381
Geregen2,1,71,71,0,0,0,0,0,8
Largoplazo,1,42,475,1,0,0,0,0,35
Neddyseagoon,1,0,32,1,0,0,0,0,148
3.19.140.146,1,73,529,1,0,0,0,0,1
Saltesers,1,25,35,1,0,1,0,0,1
.68.246.133,1,12,64,1,0,0,0,0,2
Parkfly20,1,149,0,0,0,0,0,0,3
Dave logic,1,0,10,1,0,0,0,0,44
Flami72,1,61,27,0,0,0,0,0,30
Jionunez,1,89,4,1,0,1,0,0,11
Jberkel,1,19,19,1,0,0,0,0,73
Asiaticus,1,21,88,1,0,1,0,0,31
Saimre10,1,27,131,1,0,0,0,0,2
Informationfountain,1,0,35,1,0,1,0,0,2
Geregen2,1,71,73,1,0,0,0,0,9
ISD,1,14,1499,1,0,0,0,0,5
PRehse,1,0,15,1,0,0,0,0,109
Cyberbot I,1,152,33,0,1,1,0,0,1480
GianWiki,1,0,227,1,0,1,0,0,251
Kku,1,3,6,0,0,0,0,0,34
.141.10.220,0,29,489,1,0,0,0,0,2
InternetArchiveBot,1,59,76,1,1,0,0,0,4530
3.255.4.25,0,0,1023,0,0,0,0,0,1
